feature,y0,y1,y2,y3,y4,y5
frame.len,1.55,2.223333333333333,7.8933333333333335,19.319999999999997,7.650000000000001,0.2833333333333334
eth.src,0.27999999999999997,3.15,11.366666666666665,2.6733333333333333,0.6966666666666667,1.28
eth.dst,0.48333333333333334,0.9533333333333333,0.14666666666666667,0.3866666666666667,2.546666666666667,1.2066666666666668
ip.src,0.03,2.31,1.2866666666666668,0.06666666666666667,4.153333333333333,6.736666666666667
ip.dst,0.05666666666666667,0.0,0.0033333333333333335,0.0033333333333333335,11.846666666666666,11.416666666666666
ip.proto,1.2133333333333332,0.0,24.30333333333333,0.02666666666666667,20.563333333333333,19.166666666666668
ip.len,5.886666666666667,2.056666666666667,10.15,18.683333333333334,23.959999999999997,19.866666666666667
tcp.len,4.866666666666667,11.186666666666667,7.87,22.236666666666668,0.17666666666666667,0.9166666666666665
tcp.srcport,4.673333333333333,0.75,4.43,4.3,0.3333333333333333,0.16666666666666666
tcp.dstport,1.3133333333333335,1.9433333333333334,8.416666666666666,1.8766666666666667,0.08,0.24
Value,55.830000000000005,52.47333333333333,16.823333333333334,0.01,0.06666666666666667,0.043333333333333335
